BENC	FRAF	FRAM	FRAT	GABF	GABM	GABN	GERC	IRAA	ITAC	LEBE	MALB	MORC	MORT	NIGN	SEND	SENK	SENS	SPAC	TUNB	USAF	OUTGROUP
16,16	5,27	5,11	8,24	13,11	5,27	3,9	1,21	1,15	15,15	7,13	16,26	2,10	9,27	3,27	1,37	15,27	13,25	0,16	13,17	3,5	0,16
19,13	12,20	5,11	22,10	17,7	1,31	2,10	11,11	3,13	13,17	0,20	23,19	1,11	5,31	0,30	5,33	18,24	11,27	0,16	19,11	2,6	0,16
7,25	4,28	2,14	23,9	0,24	0,32	0,12	3,19	8,8	1,29	11,9	0,42	4,8	0,36	0,30	0,38	4,38	1,37	6,10	14,16	0,8	0,16
17,15	12,20	11,5	31,1	2,22	19,13	7,5	2,20	9,7	6,24	9,11	30,12	6,6	27,9	3,27	5,33	26,16	16,22	16,0	10,20	5,3	0,16
0,32	0,32	0,16	15,17	0,24	0,32	0,12	1,21	5,11	0,30	3,17	1,41	0,12	0,36	0,30	1,37	4,38	6,32	0,16	0,30	0,8	0,16
2,30	0,32	2,14	0,32	0,24	0,32	0,12	0,22	3,13	0,30	1,19	11,31	0,12	0,36	0,30	0,38	14,28	2,36	0,16	0,30	2,6	0,16
13,19	17,15	4,12	19,13	19,5	32,0	3,9	17,5	7,9	28,2	4,16	27,15	2,10	1,35	0,30	4,34	26,16	10,28	16,0	15,15	2,6	0,16
0,32	3,29	0,16	10,22	0,24	0,32	0,12	1,21	0,16	10,20	2,18	10,32	1,11	0,36	0,30	0,38	3,39	4,34	0,16	27,3	2,6	12,4
0,32	1,31	6,10	0,32	0,24	0,32	0,12	1,21	1,15	6,24	5,15	2,40	1,11	0,36	0,30	0,38	1,41	1,37	0,16	25,5	0,8	0,16
9,23	0,32	0,16	0,32	0,24	26,6	4,8	0,22	1,15	1,29	0,20	14,28	1,11	5,31	4,26	4,34	14,28	1,37	0,16	0,30	0,8	16,0
16,16	11,21	3,13	19,13	0,24	15,17	0,12	0,22	16,0	9,21	17,3	7,35	4,8	0,36	30,0	14,24	15,27	16,22	16,0	11,19	1,7	16,0
9,23	4,28	4,12	0,32	2,22	5,27	2,10	2,20	16,0	1,29	16,4	19,23	8,4	27,9	0,30	1,37	8,34	2,36	0,16	6,24	1,7	16,0
3,29	12,20	7,9	0,32	5,19	1,31	3,9	2,20	0,16	14,16	1,19	7,35	4,8	1,35	0,30	11,27	1,41	5,33	0,16	10,20	2,6	0,16
9,23	1,31	1,15	0,32	0,24	0,32	0,12	0,22	16,0	13,17	11,9	0,42	0,12	0,36	0,30	0,38	0,42	0,38	0,16	8,22	0,8	0,16
23,9	1,31	0,16	0,32	0,24	2,30	0,12	0,22	12,4	0,30	4,16	2,40	1,11	2,34	0,30	0,38	8,34	2,36	0,16	9,21	1,7	0,16
0,32	5,27	1,15	0,32	11,13	0,32	0,12	3,19	0,16	0,30	0,20	1,41	0,12	0,36	0,30	11,27	4,38	5,33	0,16	9,21	0,8	16,0
0,32	15,17	10,6	21,11	14,10	3,29	2,10	18,4	6,10	9,21	1,19	20,22	0,12	0,36	0,30	32,6	28,14	31,7	0,16	17,13	3,5	16,0
11,21	8,24	2,14	16,16	8,16	2,30	2,10	3,19	4,12	8,22	0,20	13,29	9,3	18,18	0,30	19,19	8,34	4,34	5,11	1,29	1,7	0,16
0,32	4,28	1,15	0,32	0,24	0,32	0,12	1,21	0,16	0,30	0,20	0,42	0,12	16,20	30,0	0,38	0,42	0,38	2,14	0,30	1,7	0,16
24,8	23,9	11,5	17,15	23,1	5,27	12,0	10,12	6,10	19,11	7,13	39,3	1,11	21,15	0,30	26,12	28,14	31,7	6,10	25,5	4,4	16,0
15,17	10,22	7,9	11,21	1,23	1,31	0,12	11,11	8,8	8,22	10,10	26,16	6,6	20,16	30,0	27,11	14,28	17,21	5,11	3,27	7,1	0,16
7,25	10,22	11,5	11,21	8,16	7,25	0,12	13,9	0,16	12,18	0,20	13,29	2,10	2,34	0,30	7,31	10,32	1,37	6,10	10,20	0,8	0,16
14,18	0,32	0,16	0,32	0,24	0,32	0,12	0,22	0,16	0,30	0,20	0,42	2,10	0,36	0,30	0,38	0,42	0,38	0,16	1,29	0,8	16,0
8,24	8,24	4,12	8,24	1,23	7,25	1,11	6,16	2,14	8,22	0,20	10,32	0,12	13,23	1,29	8,30	13,29	8,30	10,6	6,24	0,8	4,12
11,21	6,26	1,15	29,3	0,24	2,30	1,11	6,16	0,16	7,23	0,20	15,27	1,11	0,36	0,30	4,34	16,26	10,28	0,16	8,22	1,7	0,16
14,18	1,31	0,16	0,32	0,24	1,31	1,11	0,22	8,8	0,30	1,19	1,41	1,11	0,36	0,30	2,36	0,42	0,38	0,16	11,19	0,8	16,0
3,29	21,11	5,11	15,17	1,23	13,19	0,12	14,8	0,16	12,18	0,20	11,31	2,10	0,36	1,29	7,31	20,22	10,28	15,1	10,20	1,7	0,16
9,23	0,32	0,16	0,32	0,24	0,32	0,12	0,22	0,16	0,30	0,20	0,42	1,11	0,36	0,30	0,38	0,42	0,38	0,16	5,25	0,8	16,0
14,18	0,32	0,16	0,32	0,24	0,32	0,12	0,22	0,16	0,30	0,20	0,42	1,11	0,36	0,30	0,38	0,42	0,38	0,16	0,30	0,8	16,0
8,24	6,26	4,12	6,26	0,24	3,29	5,7	4,18	0,16	10,20	0,20	5,37	2,10	6,30	28,2	13,25	2,40	16,22	0,16	1,29	6,2	0,16
8,24	5,27	6,10	13,19	0,24	0,32	5,7	4,18	2,14	0,30	7,13	20,22	0,12	0,36	0,30	7,31	14,28	7,31	0,16	1,29	3,5	0,16
22,10	14,18	7,9	9,23	16,8	15,17	5,7	5,17	2,14	15,15	7,13	16,26	5,7	23,13	3,27	16,22	22,20	10,28	8,8	15,15	5,3	0,16
1,31	3,29	7,9	8,24	0,24	0,32	0,12	1,21	1,15	2,28	1,19	13,29	0,12	0,36	0,30	2,36	10,32	1,37	16,0	1,29	0,8	0,16
18,14	28,4	15,1	32,0	17,7	28,4	12,0	14,8	16,0	26,4	20,0	41,1	12,0	36,0	6,24	38,0	42,0	29,9	16,0	24,6	7,1	7,9
7,25	0,32	7,9	31,1	18,6	4,28	4,8	4,18	0,16	1,29	1,19	26,16	0,12	0,36	29,1	17,21	27,15	20,18	16,0	3,27	3,5	0,16
5,27	19,13	15,1	22,10	24,0	24,8	6,6	10,12	10,6	19,11	9,11	37,5	10,2	28,8	30,0	12,26	30,12	15,23	16,0	20,10	7,1	16,0
3,29	9,23	2,14	0,32	1,23	7,25	0,12	8,14	1,15	1,29	2,18	0,42	2,10	0,36	0,30	9,29	8,34	3,35	0,16	12,18	0,8	0,16
0,32	5,27	1,15	1,31	1,23	4,28	0,12	0,22	1,15	1,29	1,19	3,39	0,12	0,36	5,25	0,38	5,37	0,38	2,14	3,27	1,7	16,0
0,32	3,29	4,12	1,31	3,21	1,31	1,11	1,21	0,16	0,30	0,20	2,40	2,10	5,31	1,29	1,37	1,41	1,37	2,14	0,30	0,8	0,16
4,28	16,16	10,6	6,26	6,18	19,13	8,4	6,16	11,5	1,29	2,18	7,35	11,1	36,0	3,27	6,32	2,40	7,31	16,0	11,19	7,1	16,0
14,18	10,22	8,8	0,32	8,16	8,24	3,9	12,10	6,10	11,19	2,18	10,32	10,2	35,1	5,25	16,22	8,34	11,27	16,0	11,19	7,1	16,0
10,22	9,23	2,14	5,27	1,23	19,13	0,12	16,6	11,5	1,29	7,13	19,23	0,12	0,36	0,30	1,37	11,31	0,38	11,5	11,19	2,6	16,0
9,23	3,29	0,16	0,32	9,15	10,22	4,8	0,22	0,16	2,28	5,15	1,41	7,5	6,30	4,26	16,22	2,40	0,38	2,14	0,30	0,8	0,16
12,20	13,19	6,10	16,16	6,18	13,19	3,9	20,2	5,11	19,11	3,17	19,23	0,12	0,36	0,30	16,22	8,34	21,17	14,2	18,12	2,6	0,16
0,32	5,27	2,14	4,28	0,24	1,31	0,12	0,22	8,8	0,30	7,13	0,42	0,12	12,24	0,30	0,38	5,37	1,37	0,16	8,22	0,8	16,0
0,32	0,32	0,16	0,32	0,24	0,32	0,12	0,22	0,16	0,30	0,20	9,33	10,2	24,12	28,2	15,23	9,33	0,38	7,9	0,30	3,5	0,16
0,32	0,32	0,16	0,32	0,24	0,32	0,12	0,22	4,12	0,30	5,15	1,41	0,12	13,23	0,30	0,38	0,42	0,38	0,16	0,30	0,8	16,0
10,22	1,31	6,10	8,24	10,14	5,27	3,9	4,18	13,3	5,25	9,11	9,33	1,11	4,32	0,30	0,38	15,27	8,30	8,8	24,6	1,7	0,16
5,27	0,32	4,12	12,20	10,14	6,26	6,6	3,19	16,0	6,24	9,11	7,35	0,12	19,17	0,30	0,38	15,27	5,33	5,11	14,16	3,5	0,16
0,32	0,32	0,16	0,32	0,24	2,30	0,12	4,18	4,12	0,30	4,16	3,39	0,12	6,30	0,30	0,38	12,30	3,35	6,10	1,29	0,8	16,0
23,9	7,25	11,5	24,8	24,0	31,1	12,0	21,1	12,4	5,25	16,4	22,20	12,0	36,0	30,0	20,18	24,18	21,17	16,0	12,18	5,3	0,16
8,24	3,29	4,12	0,32	1,23	4,28	2,10	0,22	12,4	2,28	3,17	15,27	3,9	21,15	29,1	1,37	7,35	1,37	15,1	12,18	0,8	0,16
1,31	0,32	0,16	0,32	0,24	0,32	0,12	0,22	1,15	0,30	2,18	4,38	0,12	0,36	0,30	0,38	2,40	0,38	0,16	3,27	1,7	16,0
0,32	6,26	4,12	0,32	0,24	8,24	1,11	0,22	1,15	6,24	1,19	10,32	0,12	0,36	3,27	2,36	0,42	0,38	0,16	5,25	1,7	16,0
25,7	21,11	10,6	31,1	20,4	18,14	8,4	2,20	12,4	13,17	16,4	32,10	12,0	36,0	30,0	32,6	30,12	24,14	0,16	19,11	4,4	0,16
12,20	1,31	3,13	1,31	6,18	0,32	0,12	0,22	3,13	0,30	10,10	7,35	11,1	31,5	29,1	0,38	6,36	15,23	0,16	10,20	1,7	0,16
8,24	17,15	9,7	3,29	4,20	6,26	2,10	0,22	8,8	1,29	7,13	11,31	12,0	36,0	27,3	13,25	8,34	0,38	1,15	23,7	7,1	16,0
18,14	27,5	8,8	12,20	3,21	27,5	5,7	13,9	15,1	7,23	15,5	15,27	12,0	36,0	30,0	19,19	12,30	30,8	1,15	20,10	1,7	0,16
0,32	0,32	3,13	6,26	2,22	0,32	0,12	1,21	0,16	1,29	1,19	4,38	4,8	0,36	0,30	4,34	8,34	5,33	3,13	2,28	2,6	0,16
7,25	9,23	7,9	20,12	10,14	5,27	0,12	4,18	8,8	5,25	16,4	34,8	10,2	36,0	30,0	23,15	25,17	6,32	0,16	11,19	4,4	16,0
10,22	3,29	0,16	1,31	0,24	8,24	0,12	9,13	11,5	1,29	5,15	6,36	1,11	0,36	0,30	0,38	4,38	18,20	0,16	7,23	1,7	16,0
0,32	4,28	4,12	24,8	0,24	0,32	0,12	0,22	0,16	0,30	0,20	3,39	0,12	0,36	0,30	0,38	3,39	0,38	0,16	1,29	0,8	0,16
7,25	1,31	0,16	0,32	3,21	6,26	2,10	8,14	0,16	0,30	3,17	3,39	0,12	0,36	0,30	24,14	7,35	11,27	0,16	18,12	7,1	16,0
0,32	0,32	0,16	0,32	0,24	0,32	0,12	0,22	0,16	0,30	0,20	4,38	0,12	0,36	0,30	0,38	0,42	0,38	0,16	10,20	0,8	16,0
7,25	7,25	3,13	20,12	1,23	10,22	5,7	1,21	0,16	21,9	4,16	6,36	12,0	25,11	0,30	5,33	7,35	1,37	16,0	1,29	1,7	16,0
2,30	11,21	5,11	1,31	0,24	12,20	0,12	6,16	2,14	1,29	15,5	22,20	10,2	36,0	4,26	5,33	17,25	14,24	0,16	4,26	4,4	0,16
25,7	32,0	16,0	32,0	8,16	27,5	2,10	10,12	16,0	30,0	20,0	38,4	12,0	36,0	3,27	38,0	42,0	38,0	16,0	30,0	8,0	16,0
22,10	17,15	8,8	29,3	17,7	21,11	12,0	15,7	15,1	30,0	18,2	20,22	11,1	36,0	30,0	27,11	15,27	34,4	4,12	15,15	8,0	16,0
10,22	0,32	1,15	5,27	7,17	9,23	4,8	1,21	0,16	0,30	3,17	10,32	0,12	0,36	0,30	0,38	1,41	5,33	0,16	0,30	0,8	0,16
1,31	2,30	6,10	0,32	1,23	2,30	2,10	1,21	4,12	2,28	1,19	1,41	1,11	5,31	1,29	5,33	5,37	0,38	1,15	1,29	0,8	0,16
0,32	0,32	1,15	3,29	1,23	3,29	6,6	0,22	11,5	1,29	4,16	5,37	0,12	0,36	0,30	0,38	3,39	0,38	0,16	0,30	0,8	0,16
0,32	2,30	6,10	3,29	0,24	0,32	0,12	0,22	7,9	7,23	18,2	0,42	0,12	0,36	0,30	17,21	10,32	1,37	0,16	5,25	0,8	0,16
19,13	10,22	6,10	22,10	3,21	5,27	3,9	3,19	12,4	23,7	10,10	26,16	0,12	0,36	27,3	38,0	33,9	19,19	16,0	24,6	1,7	16,0
13,19	11,21	7,9	8,24	14,10	16,16	5,7	0,22	14,2	9,21	18,2	9,33	10,2	28,8	25,5	1,37	8,34	6,32	14,2	16,14	1,7	0,16
14,18	22,10	12,4	13,19	0,24	0,32	0,12	1,21	1,15	19,11	0,20	24,18	0,12	2,34	6,24	12,26	20,22	23,15	0,16	9,21	0,8	0,16
23,9	31,1	12,4	29,3	22,2	17,15	12,0	10,12	13,3	21,9	18,2	41,1	10,2	36,0	30,0	35,3	41,1	24,14	16,0	26,4	8,0	16,0
16,16	17,15	6,10	6,26	0,24	10,22	2,10	0,22	0,16	0,30	6,14	5,37	11,1	36,0	26,4	21,17	13,29	18,20	1,15	1,29	5,3	0,16
2,30	3,29	0,16	0,32	8,16	2,30	0,12	0,22	3,13	2,28	2,18	1,41	2,10	5,31	2,28	1,37	0,42	1,37	2,14	3,27	0,8	2,14
11,21	27,5	10,6	10,22	19,5	27,5	2,10	1,21	2,14	30,0	11,9	18,24	6,6	0,36	10,20	14,24	27,15	16,22	16,0	26,4	2,6	1,15
9,23	23,9	11,5	4,28	7,17	16,16	0,12	2,20	2,14	28,2	3,17	19,23	1,11	1,35	29,1	3,35	15,27	1,37	16,0	20,10	4,4	0,16
0,32	0,32	0,16	0,32	0,24	0,32	0,12	0,22	1,15	0,30	7,13	2,40	0,12	0,36	14,16	0,38	0,42	0,38	0,16	0,30	0,8	16,0
27,5	30,2	16,0	26,6	24,0	32,0	12,0	14,8	15,1	30,0	12,8	30,12	5,7	34,2	19,11	35,3	32,10	22,16	16,0	23,7	8,0	16,0
25,7	17,15	15,1	2,30	24,0	32,0	10,2	12,10	16,0	29,1	20,0	22,20	5,7	8,28	22,8	34,4	26,16	24,14	16,0	25,5	6,2	16,0
4,28	10,22	6,10	13,19	2,22	20,12	5,7	2,20	10,6	5,25	16,4	5,37	3,9	21,15	11,19	2,36	6,36	9,29	0,16	5,25	1,7	0,16
1,31	5,27	3,13	5,27	0,24	0,32	0,12	0,22	5,11	0,30	8,12	8,34	1,11	0,36	0,30	13,25	7,35	3,35	0,16	0,30	0,8	0,16
32,0	27,5	16,0	23,9	24,0	32,0	11,1	17,5	16,0	30,0	16,4	39,3	11,1	36,0	10,20	38,0	34,8	26,12	16,0	30,0	8,0	16,0
2,30	0,32	0,16	0,32	10,14	1,31	0,12	17,5	0,16	0,30	0,20	2,40	0,12	0,36	0,30	0,38	0,42	1,37	0,16	1,29	0,8	0,16
1,31	7,25	4,12	0,32	1,23	0,32	0,12	2,20	8,8	0,30	1,19	11,31	0,12	0,36	0,30	16,22	2,40	1,37	0,16	0,30	0,8	9,7
0,32	0,32	5,11	7,25	0,24	0,32	0,12	0,22	0,16	10,20	1,19	1,41	0,12	0,36	0,30	15,23	3,39	0,38	0,16	2,28	0,8	12,4
18,14	4,28	1,15	15,17	12,12	13,19	12,0	10,12	8,8	0,30	10,10	14,28	11,1	19,17	18,12	9,29	7,35	7,31	12,4	6,24	6,2	16,0
15,17	7,25	8,8	8,24	14,10	20,12	10,2	6,16	0,16	0,30	14,6	14,28	6,6	0,36	0,30	4,34	3,39	7,31	0,16	16,14	2,6	0,16
28,4	27,5	14,2	32,0	24,0	32,0	12,0	17,5	16,0	30,0	19,1	42,0	12,0	36,0	23,7	38,0	41,1	34,4	16,0	29,1	8,0	16,0
10,22	9,23	0,16	0,32	1,23	8,24	2,10	0,22	1,15	4,26	3,17	0,42	0,12	0,36	0,30	0,38	0,42	0,38	0,16	6,24	0,8	0,16
24,8	25,7	9,7	1,31	9,15	26,6	2,10	9,13	12,4	23,7	9,11	25,17	0,12	0,36	0,30	20,18	25,17	21,17	4,12	21,9	3,5	16,0
3,29	1,31	1,15	13,19	2,22	19,13	11,1	3,19	3,13	0,30	7,13	0,42	0,12	1,35	0,30	0,38	0,42	0,38	0,16	4,26	0,8	0,16
1,31	0,32	0,16	0,32	0,24	0,32	0,12	0,22	4,12	0,30	6,14	6,36	0,12	0,36	0,30	0,38	0,42	0,38	0,16	2,28	0,8	16,0
12,20	32,0	16,0	32,0	22,2	25,7	11,1	18,4	16,0	30,0	20,0	34,8	11,1	36,0	30,0	37,1	21,21	29,9	16,0	26,4	1,7	16,0
10,22	9,23	15,1	26,6	21,3	25,7	11,1	13,9	8,8	5,25	14,6	15,27	9,3	36,0	13,17	0,38	12,30	10,28	16,0	18,12	6,2	16,0
20,12	10,22	3,13	19,13	17,7	25,7	12,0	9,13	10,6	12,18	15,5	3,39	0,12	0,36	0,30	9,29	9,33	3,35	0,16	17,13	2,6	0,16
9,23	0,32	1,15	0,32	15,9	16,16	10,2	0,22	11,5	4,26	0,20	15,27	8,4	26,10	0,30	21,17	12,30	22,16	1,15	8,22	2,6	16,0
0,32	2,30	1,15	0,32	0,24	0,32	0,12	0,22	2,14	12,18	1,19	14,28	0,12	0,36	0,30	14,24	11,31	14,24	0,16	1,29	1,7	16,0
26,6	16,16	0,16	2,30	13,11	20,12	11,1	3,19	0,16	30,0	10,10	10,32	4,8	12,24	19,11	0,38	15,27	5,33	0,16	17,13	2,6	16,0
5,27	6,26	1,15	0,32	0,24	0,32	0,12	0,22	2,14	1,29	7,13	1,41	0,12	0,36	0,30	0,38	0,42	14,24	0,16	7,23	0,8	16,0
7,25	0,32	1,15	1,31	4,20	5,27	1,11	17,5	1,15	1,29	0,20	4,38	0,12	0,36	0,30	6,32	1,41	1,37	0,16	1,29	1,7	16,0
6,26	17,15	10,6	10,22	0,24	0,32	0,12	4,18	0,16	18,12	5,15	12,30	0,12	0,36	30,0	30,8	20,22	19,19	0,16	13,17	1,7	0,16
14,18	25,7	14,2	4,28	6,18	6,26	0,12	6,16	15,1	8,22	8,12	21,21	1,11	0,36	0,30	6,32	13,29	11,27	0,16	30,0	4,4	16,0
7,25	0,32	0,16	0,32	0,24	0,32	0,12	2,20	2,14	0,30	0,20	2,40	10,2	35,1	30,0	0,38	0,42	0,38	0,16	0,30	0,8	0,16
24,8	14,18	6,10	23,9	24,0	32,0	7,5	15,7	4,12	16,14	13,7	12,30	11,1	35,1	30,0	8,30	13,29	21,17	0,16	20,10	2,6	0,16
22,10	20,12	9,7	17,15	3,21	7,25	0,12	6,16	15,1	30,0	16,4	25,17	8,4	24,12	30,0	30,8	10,32	7,31	6,10	18,12	2,6	0,16
1,31	20,12	12,4	32,0	6,18	8,24	3,9	4,18	7,9	2,28	11,9	13,29	12,0	36,0	0,30	3,35	10,32	20,18	0,16	11,19	5,3	16,0
12,20	10,22	2,14	3,29	6,18	2,30	0,12	5,17	2,14	10,20	0,20	12,30	0,12	0,36	0,30	4,34	3,39	12,26	0,16	12,18	1,7	0,16
16,16	12,20	9,7	29,3	21,3	14,18	9,3	4,18	7,9	25,5	3,17	14,28	9,3	26,10	0,30	4,34	12,30	19,19	0,16	25,5	0,8	16,0
0,32	12,20	1,15	11,21	0,24	0,32	0,12	0,22	7,9	0,30	9,11	8,34	0,12	0,36	0,30	0,38	4,38	2,36	0,16	1,29	0,8	16,0
3,29	11,21	7,9	9,23	0,24	0,32	2,10	1,21	5,11	4,26	7,13	14,28	0,12	0,36	0,30	28,10	24,18	3,35	0,16	18,12	3,5	0,16
8,24	6,26	0,16	14,18	16,8	17,15	4,8	12,10	3,13	4,26	3,17	5,37	1,11	18,18	0,30	0,38	1,41	3,35	0,16	2,28	2,6	0,16
0,32	0,32	0,16	0,32	5,19	2,30	0,12	0,22	1,15	0,30	13,7	0,42	0,12	0,36	0,30	0,38	0,42	0,38	0,16	0,30	0,8	16,0
0,32	3,29	8,8	27,5	0,24	5,27	5,7	10,12	0,16	2,28	0,20	5,37	5,7	7,29	17,13	0,38	10,32	6,32	0,16	4,26	1,7	0,16
18,14	0,32	0,16	17,15	0,24	8,24	0,12	2,20	15,1	0,30	15,5	4,38	5,7	14,22	14,16	3,35	2,40	17,21	0,16	3,27	2,6	0,16
2,30	3,29	4,12	0,32	0,24	0,32	0,12	0,22	8,8	0,30	1,19	6,36	1,11	10,26	0,30	0,38	1,41	0,38	0,16	0,30	0,8	1,15
6,26	31,1	14,2	16,16	2,22	0,32	8,4	10,12	11,5	28,2	7,13	8,34	1,11	0,36	0,30	26,12	26,16	14,24	11,5	25,5	1,7	0,16
16,16	30,2	14,2	17,15	11,13	0,32	6,6	6,16	15,1	30,0	10,10	10,32	3,9	6,30	12,18	21,17	25,17	24,14	0,16	20,10	2,6	16,0
0,32	5,27	2,14	28,4	0,24	0,32	0,12	8,14	2,14	0,30	6,14	7,35	3,9	5,31	9,21	1,37	4,38	4,34	8,8	3,27	1,7	0,16
2,30	0,32	0,16	7,25	0,24	0,32	0,12	2,20	1,15	0,30	0,20	2,40	2,10	2,34	0,30	3,35	8,34	0,38	0,16	5,25	1,7	16,0
26,6	18,14	6,10	26,6	11,13	16,16	12,0	21,1	12,4	23,7	20,0	31,11	12,0	36,0	29,1	28,10	21,21	18,20	16,0	21,9	8,0	16,0
7,25	0,32	1,15	0,32	1,23	0,32	0,12	0,22	7,9	0,30	5,15	0,42	0,12	6,30	0,30	3,35	6,36	6,32	1,15	2,28	0,8	0,16
13,19	24,8	13,3	0,32	7,17	17,15	10,2	16,6	9,7	18,12	17,3	9,33	5,7	16,20	15,15	30,8	20,22	12,26	16,0	25,5	5,3	16,0
0,32	0,32	0,16	0,32	7,17	17,15	5,7	0,22	0,16	0,30	0,20	4,38	0,12	0,36	0,30	3,35	9,33	3,35	0,16	0,30	0,8	0,16
24,8	20,12	15,1	28,4	16,8	31,1	12,0	22,0	15,1	30,0	18,2	32,10	4,8	34,2	15,15	12,26	25,17	24,14	9,7	19,11	6,2	16,0
1,31	0,32	0,16	0,32	0,24	0,32	0,12	0,22	5,11	1,29	11,9	6,36	0,12	0,36	0,30	0,38	1,41	0,38	3,13	7,23	1,7	0,16
8,24	5,27	9,7	23,9	11,13	0,32	3,9	4,18	2,14	23,7	7,13	10,32	3,9	0,36	0,30	6,32	7,35	25,13	10,6	7,23	3,5	0,16
0,32	10,22	0,16	0,32	8,16	18,14	1,11	0,22	7,9	13,17	3,17	5,37	0,12	0,36	0,30	2,36	5,37	4,34	0,16	16,14	0,8	0,16
13,19	12,20	4,12	1,31	12,12	17,15	8,4	16,6	15,1	10,20	11,9	26,16	0,12	5,31	0,30	20,18	15,27	8,30	0,16	14,16	6,2	16,0
4,28	1,31	0,16	0,32	0,24	0,32	0,12	1,21	6,10	1,29	0,20	4,38	3,9	5,31	0,30	0,38	1,41	9,29	0,16	3,27	1,7	0,16
0,32	5,27	1,15	0,32	0,24	0,32	0,12	1,21	4,12	0,30	4,16	1,41	0,12	0,36	21,9	8,30	9,33	7,31	10,6	0,30	0,8	0,16
4,28	3,29	2,14	4,28	5,19	8,24	2,10	2,20	3,13	0,30	1,19	11,31	1,11	1,35	6,24	4,34	14,28	11,27	5,11	0,30	2,6	0,16
29,3	25,7	14,2	25,7	23,1	32,0	8,4	22,0	8,8	29,1	11,9	33,9	11,1	13,23	11,19	38,0	39,3	14,24	16,0	10,20	3,5	16,0
3,29	9,23	8,8	12,20	2,22	1,31	0,12	6,16	3,13	0,30	1,19	2,40	5,7	3,33	0,30	0,38	3,39	0,38	16,0	0,30	1,7	0,16
32,0	29,3	12,4	26,6	5,19	31,1	11,1	15,7	12,4	22,8	18,2	20,22	10,2	36,0	30,0	35,3	29,13	17,21	16,0	25,5	2,6	16,0
4,28	1,31	1,15	3,29	2,22	8,24	1,11	0,22	0,16	7,23	1,19	0,42	0,12	4,32	4,26	5,33	5,37	7,31	4,12	0,30	0,8	0,16
32,0	32,0	16,0	32,0	19,5	18,14	7,5	19,3	10,6	30,0	13,7	35,7	12,0	36,0	30,0	33,5	33,9	19,19	16,0	27,3	8,0	0,16
8,24	7,25	5,11	0,32	0,24	0,32	0,12	2,20	5,11	0,30	5,15	5,37	7,5	18,18	0,30	16,22	16,26	9,29	0,16	0,30	0,8	0,16
32,0	32,0	15,1	32,0	20,4	18,14	10,2	19,3	9,7	28,2	15,5	42,0	12,0	36,0	30,0	38,0	42,0	38,0	16,0	30,0	8,0	16,0
4,28	20,12	2,14	23,9	10,14	15,17	6,6	12,10	0,16	5,25	0,20	8,34	4,8	24,12	27,3	8,30	20,22	20,18	14,2	0,30	6,2	16,0
0,32	0,32	1,15	0,32	0,24	0,32	0,12	1,21	1,15	0,30	4,16	1,41	1,11	20,16	4,26	0,38	2,40	11,27	0,16	7,23	1,7	0,16
4,28	10,22	3,13	0,32	0,24	0,32	0,12	0,22	2,14	0,30	0,20	6,36	0,12	0,36	0,30	0,38	1,41	0,38	0,16	6,24	3,5	0,16
0,32	4,28	2,14	1,31	1,23	0,32	1,11	0,22	1,15	6,24	6,14	2,40	0,12	2,34	4,26	0,38	2,40	1,37	0,16	8,22	0,8	0,16
5,27	8,24	6,10	6,26	3,21	14,18	1,11	2,20	2,14	6,24	4,16	12,30	3,9	10,26	9,21	9,29	15,27	12,26	5,11	10,20	2,6	3,13
1,31	3,29	4,12	0,32	0,24	0,32	0,12	0,22	8,8	0,30	5,15	4,38	0,12	1,35	0,30	0,38	0,42	0,38	0,16	13,17	2,6	0,16
1,31	10,22	11,5	9,23	12,12	20,12	7,5	0,22	11,5	4,26	6,14	5,37	5,7	1,35	0,30	0,38	0,42	3,35	0,16	12,18	2,6	0,16
0,32	3,29	4,12	0,32	0,24	16,16	0,12	1,21	4,12	0,30	2,18	8,34	0,12	0,36	0,30	0,38	0,42	2,36	0,16	0,30	0,8	0,16
15,17	4,28	8,8	0,32	0,24	15,17	0,12	1,21	4,12	6,24	5,15	3,39	0,12	1,35	0,30	0,38	2,40	4,34	0,16	15,15	0,8	0,16
27,5	1,31	0,16	14,18	0,24	18,14	2,10	0,22	16,0	0,30	8,12	17,25	9,3	34,2	2,28	3,35	22,20	6,32	16,0	5,25	2,6	0,16
8,24	0,32	0,16	0,32	0,24	12,20	0,12	0,22	0,16	0,30	0,20	1,41	2,10	0,36	20,10	0,38	10,32	3,35	13,3	0,30	2,6	0,16
7,25	4,28	2,14	3,29	2,22	0,32	0,12	3,19	1,15	10,20	0,20	0,42	0,12	7,29	0,30	1,37	4,38	3,35	3,13	1,29	2,6	0,16
25,7	29,3	11,5	22,10	6,18	29,3	5,7	5,17	10,6	24,6	20,0	16,26	9,3	36,0	25,5	25,13	23,19	36,2	14,2	27,3	7,1	16,0
1,31	4,28	5,11	6,26	2,22	8,24	0,12	3,19	2,14	11,19	3,17	6,36	0,12	7,29	6,24	5,33	3,39	5,33	5,11	9,21	0,8	16,0
2,30	1,31	1,15	0,32	0,24	10,22	0,12	1,21	0,16	2,28	2,18	3,39	4,8	0,36	7,23	8,30	1,41	7,31	8,8	10,20	3,5	0,16
